CrimeDateTime,RAPE,LARCENY,AGG. ASSAULT,LARCENY FROM AUTO,BURGLARY,COMMON ASSAULT,AUTO THEFT,ROBBERY,ROBBERY - COMMERCIAL,ARSON,ROBBERY - CARJACKING,HOMICIDE,SHOOTING
2013-12-18 00:00:00+00:00,1.0,24,12,14,24,13,16,17,1,1.0,0.0,1.0,0.0
2013-12-19 00:00:00+00:00,0.0,45,11,14,25,24,10,11,2,0.0,0.0,1.0,0.0
2013-12-20 00:00:00+00:00,1.0,53,18,16,41,23,9,23,4,1.0,0.0,1.0,0.0
2013-12-21 00:00:00+00:00,1.0,45,21,16,25,19,20,18,2,0.0,1.0,1.0,1.0
2013-12-22 00:00:00+00:00,3.0,21,13,26,27,30,15,13,1,0.0,0.0,2.0,1.0
2013-12-23 00:00:00+00:00,1.0,34,11,21,33,17,14,12,3,1.0,0.0,1.0,0.0
2013-12-24 00:00:00+00:00,0.0,29,9,16,22,23,6,6,2,0.0,0.0,0.0,0.0
2013-12-25 00:00:00+00:00,1.0,17,9,9,80,20,5,7,1,0.0,0.0,1.0,0.0
2013-12-26 00:00:00+00:00,1.0,28,4,13,30,16,4,7,1,1.0,0.0,0.0,0.0
2013-12-27 00:00:00+00:00,0.0,31,8,16,24,20,5,5,3,0.0,0.0,0.0,0.0
2013-12-28 00:00:00+00:00,1.0,31,10,17,29,23,9,12,3,0.0,0.0,1.0,0.0
2013-12-29 00:00:00+00:00,1.0,28,12,18,22,22,17,14,4,1.0,0.0,1.0,0.0
2013-12-30 00:00:00+00:00,1.0,32,7,15,18,24,8,13,2,0.0,0.0,0.0,0.0
2013-12-31 00:00:00+00:00,1.0,33,12,14,20,23,9,10,0,0.0,3.0,1.0,0.0
2014-01-01 00:00:00+00:00,5.0,34,22,15,20,19,9,9,2,0.0,0.0,2.0,2.0
2014-01-02 00:00:00+00:00,0.0,26,6,10,28,23,7,6,0,0.0,1.0,3.0,0.0
2014-01-03 00:00:00+00:00,0.0,16,11,6,13,17,3,3,1,0.0,0.0,1.0,1.0
2014-01-04 00:00:00+00:00,0.0,23,14,15,20,23,14,8,1,0.0,0.0,0.0,0.0
2014-01-05 00:00:00+00:00,1.0,19,9,13,14,22,11,11,0,0.0,2.0,0.0,2.0
2014-01-06 00:00:00+00:00,1.0,37,3,11,26,23,5,7,0,2.0,0.0,2.0,0.0
2014-01-07 00:00:00+00:00,2.0,32,3,11,12,12,11,2,1,0.0,0.0,0.0,0.0
2014-01-08 00:00:00+00:00,0.0,23,9,12,24,26,12,7,0,0.0,1.0,1.0,1.0
2014-01-09 00:00:00+00:00,0.0,46,11,9,25,20,5,12,1,0.0,0.0,1.0,1.0
2014-01-10 00:00:00+00:00,0.0,33,9,24,22,27,9,11,1,0.0,2.0,3.0,0.0
2014-01-11 00:00:00+00:00,1.0,18,12,16,17,19,14,9,3,0.0,0.0,1.0,0.0
2014-01-12 00:00:00+00:00,1.0,17,13,11,13,29,8,6,2,0.0,0.0,2.0,2.0
2014-01-13 00:00:00+00:00,0.0,20,12,16,24,29,15,10,0,1.0,0.0,0.0,1.0
2014-01-14 00:00:00+00:00,1.0,39,9,19,26,18,11,13,0,1.0,0.0,0.0,1.0
2014-01-15 00:00:00+00:00,0.0,34,4,15,24,32,10,14,0,2.0,0.0,0.0,0.0
2014-01-16 00:00:00+00:00,0.0,37,9,22,24,17,13,13,2,2.0,0.0,0.0,0.0
2014-01-17 00:00:00+00:00,2.0,32,4,30,24,19,13,10,0,0.0,1.0,1.0,1.0
2014-01-18 00:00:00+00:00,2.0,32,13,16,11,9,5,7,0,4.0,0.0,1.0,1.0
2014-01-19 00:00:00+00:00,0.0,23,16,20,16,16,12,3,0,0.0,0.0,0.0,2.0
2014-01-20 00:00:00+00:00,2.0,30,8,25,19,21,15,5,1,0.0,0.0,0.0,2.0
2014-01-21 00:00:00+00:00,0.0,15,5,10,18,7,12,8,2,0.0,0.0,0.0,1.0
2014-01-22 00:00:00+00:00,2.0,27,11,17,9,12,15,8,2,0.0,0.0,0.0,1.0
2014-01-23 00:00:00+00:00,0.0,21,5,20,25,15,3,12,3,1.0,0.0,0.0,2.0
2014-01-24 00:00:00+00:00,0.0,32,8,15,14,15,11,18,0,1.0,1.0,0.0,0.0
2014-01-25 00:00:00+00:00,1.0,25,9,18,20,20,12,4,1,0.0,0.0,2.0,0.0
2014-01-26 00:00:00+00:00,0.0,18,3,19,16,21,20,1,2,2.0,1.0,0.0,0.0
2014-01-27 00:00:00+00:00,0.0,35,8,16,15,24,14,13,0,0.0,0.0,1.0,1.0
2014-01-28 00:00:00+00:00,1.0,20,6,9,19,21,7,9,2,0.0,1.0,1.0,1.0
2014-01-29 00:00:00+00:00,0.0,22,9,9,23,15,12,8,3,0.0,0.0,0.0,1.0
2014-01-30 00:00:00+00:00,1.0,38,11,21,17,21,11,14,2,0.0,0.0,4.0,2.0
2014-01-31 00:00:00+00:00,0.0,28,17,20,16,25,11,9,1,1.0,0.0,1.0,2.0
2014-02-01 00:00:00+00:00,2.0,42,7,14,17,16,14,8,2,0.0,0.0,0.0,0.0
2014-02-02 00:00:00+00:00,0.0,25,12,9,12,29,9,10,5,0.0,0.0,0.0,0.0
2014-02-03 00:00:00+00:00,1.0,27,12,13,10,21,4,12,6,0.0,0.0,0.0,1.0
2014-02-04 00:00:00+00:00,0.0,27,8,15,22,19,9,11,1,1.0,0.0,0.0,0.0
2014-02-05 00:00:00+00:00,1.0,27,5,21,17,13,10,5,0,0.0,0.0,1.0,1.0
2014-02-06 00:00:00+00:00,1.0,33,6,10,13,17,6,9,0,1.0,0.0,1.0,0.0
2014-02-07 00:00:00+00:00,0.0,28,8,13,22,19,17,9,2,2.0,0.0,0.0,2.0
2014-02-08 00:00:00+00:00,0.0,27,12,13,16,20,13,5,2,1.0,0.0,0.0,1.0
2014-02-09 00:00:00+00:00,0.0,16,11,10,11,15,9,3,0,0.0,2.0,1.0,0.0
2014-02-10 00:00:00+00:00,1.0,25,8,9,18,14,15,10,1,1.0,0.0,1.0,0.0
2014-02-11 00:00:00+00:00,0.0,29,10,13,17,17,10,3,2,0.0,0.0,2.0,0.0
2014-02-12 00:00:00+00:00,0.0,28,6,18,20,12,10,4,3,0.0,0.0,0.0,0.0
2014-02-13 00:00:00+00:00,1.0,11,8,0,1,10,9,5,0,1.0,0.0,0.0,0.0
2014-02-14 00:00:00+00:00,0.0,21,11,6,11,10,4,10,0,1.0,1.0,0.0,0.0
2014-02-15 00:00:00+00:00,1.0,19,9,20,12,25,5,9,2,0.0,0.0,0.0,0.0
2014-02-16 00:00:00+00:00,0.0,19,4,9,14,12,15,5,1,0.0,2.0,0.0,0.0
2014-02-17 00:00:00+00:00,1.0,27,4,11,14,16,14,3,0,0.0,1.0,0.0,0.0
2014-02-18 00:00:00+00:00,1.0,18,10,19,14,19,3,7,0,0.0,0.0,0.0,0.0
2014-02-19 00:00:00+00:00,1.0,25,11,14,11,19,7,7,0,0.0,0.0,0.0,0.0
2014-02-20 00:00:00+00:00,1.0,32,9,15,15,19,8,11,2,0.0,1.0,0.0,1.0
2014-02-21 00:00:00+00:00,0.0,34,14,21,16,26,15,9,2,1.0,0.0,1.0,0.0
2014-02-22 00:00:00+00:00,0.0,41,11,17,10,22,4,2,2,0.0,0.0,0.0,0.0
2014-02-23 00:00:00+00:00,0.0,26,9,15,5,16,4,4,2,1.0,0.0,1.0,1.0
2014-02-24 00:00:00+00:00,0.0,29,9,10,14,23,8,10,0,0.0,0.0,1.0,0.0
2014-02-25 00:00:00+00:00,0.0,24,12,17,15,29,11,7,1,0.0,0.0,1.0,0.0
2014-02-26 00:00:00+00:00,0.0,15,15,12,16,22,9,10,1,0.0,0.0,0.0,2.0
2014-02-27 00:00:00+00:00,1.0,22,5,15,16,25,4,15,0,0.0,0.0,0.0,0.0
2014-02-28 00:00:00+00:00,2.0,33,10,20,20,22,10,7,0,0.0,0.0,0.0,0.0
2014-03-01 00:00:00+00:00,4.0,29,15,12,18,22,11,10,0,0.0,1.0,1.0,2.0
2014-03-02 00:00:00+00:00,0.0,16,12,12,5,29,4,2,3,0.0,0.0,0.0,1.0
2014-03-03 00:00:00+00:00,0.0,10,9,10,8,11,5,3,0,0.0,0.0,0.0,0.0
2014-03-04 00:00:00+00:00,0.0,22,16,9,13,23,10,4,0,0.0,0.0,0.0,0.0
2014-03-05 00:00:00+00:00,0.0,24,7,14,20,20,9,7,1,1.0,0.0,0.0,0.0
2014-03-06 00:00:00+00:00,0.0,24,13,16,15,21,9,8,1,0.0,0.0,0.0,0.0
2014-03-07 00:00:00+00:00,0.0,39,8,12,10,22,10,5,2,0.0,1.0,1.0,0.0
2014-03-08 00:00:00+00:00,1.0,25,13,17,15,19,9,6,0,0.0,1.0,1.0,0.0
2014-03-09 00:00:00+00:00,1.0,14,14,11,13,14,9,10,1,0.0,0.0,0.0,1.0
2014-03-10 00:00:00+00:00,2.0,38,13,15,20,25,9,3,2,0.0,0.0,0.0,1.0
2014-03-11 00:00:00+00:00,0.0,27,9,8,23,27,9,6,1,0.0,1.0,0.0,0.0
2014-03-12 00:00:00+00:00,1.0,22,17,8,18,15,4,8,0,0.0,0.0,0.0,1.0
2014-03-13 00:00:00+00:00,1.0,31,7,10,15,22,10,6,0,0.0,0.0,0.0,0.0
2014-03-14 00:00:00+00:00,2.0,38,18,14,23,32,9,12,3,0.0,0.0,1.0,2.0
2014-03-15 00:00:00+00:00,1.0,52,18,23,12,27,10,6,0,0.0,2.0,0.0,1.0
2014-03-16 00:00:00+00:00,0.0,23,10,15,7,20,5,7,0,0.0,0.0,0.0,1.0
2014-03-17 00:00:00+00:00,3.0,16,9,12,12,16,7,5,1,0.0,0.0,0.0,1.0
2014-03-18 00:00:00+00:00,0.0,23,11,17,17,26,8,4,1,0.0,0.0,0.0,0.0
2014-03-19 00:00:00+00:00,0.0,29,14,6,13,14,10,7,1,0.0,0.0,0.0,0.0
2014-03-20 00:00:00+00:00,1.0,21,20,18,14,16,5,5,1,0.0,0.0,0.0,0.0
2014-03-21 00:00:00+00:00,1.0,21,9,17,18,28,9,2,0,0.0,1.0,0.0,0.0
2014-03-22 00:00:00+00:00,1.0,15,18,30,19,18,12,4,0,1.0,1.0,0.0,0.0
2014-03-23 00:00:00+00:00,3.0,24,15,28,8,16,6,6,1,1.0,0.0,0.0,0.0
2014-03-24 00:00:00+00:00,0.0,32,11,12,19,36,10,7,3,0.0,0.0,0.0,1.0
2014-03-25 00:00:00+00:00,1.0,34,12,15,22,18,10,4,2,0.0,0.0,1.0,2.0
2014-03-26 00:00:00+00:00,1.0,25,12,22,12,17,7,2,1,0.0,0.0,0.0,0.0
2014-03-27 00:00:00+00:00,1.0,38,20,10,18,26,11,10,3,1.0,1.0,1.0,1.0
2014-03-28 00:00:00+00:00,1.0,27,10,23,13,23,14,5,2,1.0,1.0,0.0,2.0
2014-03-29 00:00:00+00:00,1.0,21,7,13,12,19,11,5,1,0.0,1.0,0.0,0.0
2014-03-30 00:00:00+00:00,0.0,26,9,12,7,19,12,3,1,1.0,2.0,0.0,0.0
2014-03-31 00:00:00+00:00,2.0,47,10,13,14,30,9,10,1,0.0,0.0,1.0,4.0
2014-04-01 00:00:00+00:00,2.0,41,16,12,19,21,8,4,0,0.0,0.0,0.0,1.0
2014-04-02 00:00:00+00:00,2.0,46,11,11,16,19,9,3,0,0.0,0.0,0.0,0.0
2014-04-03 00:00:00+00:00,0.0,30,14,21,16,20,8,7,0,1.0,0.0,1.0,0.0
2014-04-04 00:00:00+00:00,0.0,37,14,19,18,29,12,8,0,0.0,0.0,1.0,0.0
2014-04-05 00:00:00+00:00,1.0,28,15,18,10,22,11,9,1,0.0,0.0,0.0,1.0
2014-04-06 00:00:00+00:00,1.0,24,13,9,5,26,12,5,0,1.0,0.0,1.0,1.0
2014-04-07 00:00:00+00:00,1.0,32,9,15,14,24,11,4,0,1.0,1.0,0.0,0.0
2014-04-08 00:00:00+00:00,2.0,29,8,14,19,25,13,6,1,1.0,0.0,1.0,0.0
2014-04-09 00:00:00+00:00,0.0,42,11,16,15,26,8,6,5,0.0,0.0,0.0,1.0
2014-04-10 00:00:00+00:00,1.0,29,9,24,13,20,11,5,0,0.0,1.0,0.0,1.0
2014-04-11 00:00:00+00:00,0.0,34,14,14,18,18,10,5,0,1.0,0.0,0.0,0.0
2014-04-12 00:00:00+00:00,0.0,38,9,14,18,27,7,6,1,0.0,0.0,0.0,0.0
2014-04-13 00:00:00+00:00,1.0,24,19,12,11,33,17,8,0,2.0,1.0,0.0,3.0
2014-04-14 00:00:00+00:00,1.0,43,13,19,21,19,10,11,1,1.0,1.0,1.0,1.0
2014-04-15 00:00:00+00:00,0.0,39,12,11,20,13,8,1,1,0.0,3.0,1.0,0.0
2014-04-16 00:00:00+00:00,1.0,29,15,12,21,15,12,8,0,1.0,0.0,1.0,0.0
2014-04-17 00:00:00+00:00,0.0,34,13,27,13,21,9,7,2,0.0,0.0,1.0,1.0
2014-04-18 00:00:00+00:00,0.0,34,13,14,16,21,10,7,2,0.0,1.0,1.0,1.0
2014-04-19 00:00:00+00:00,0.0,33,17,13,12,25,5,8,1,4.0,0.0,0.0,1.0
2014-04-20 00:00:00+00:00,1.0,32,19,15,11,28,4,6,0,1.0,0.0,0.0,2.0
2014-04-21 00:00:00+00:00,1.0,31,14,18,17,19,11,6,0,1.0,0.0,0.0,1.0
2014-04-22 00:00:00+00:00,0.0,22,12,21,25,23,9,4,2,3.0,0.0,1.0,0.0
2014-04-23 00:00:00+00:00,0.0,37,14,24,27,25,6,5,1,0.0,0.0,0.0,0.0
2014-04-24 00:00:00+00:00,0.0,24,16,21,18,25,8,9,1,0.0,1.0,0.0,1.0
2014-04-25 00:00:00+00:00,0.0,33,15,12,22,27,16,11,0,0.0,0.0,0.0,1.0
2014-04-26 00:00:00+00:00,0.0,46,15,14,13,27,10,6,1,1.0,0.0,0.0,1.0
2014-04-27 00:00:00+00:00,1.0,30,20,10,15,38,12,7,1,2.0,1.0,2.0,3.0
2014-04-28 00:00:00+00:00,1.0,39,15,14,26,24,10,11,0,2.0,0.0,0.0,1.0
2014-04-29 00:00:00+00:00,2.0,28,8,18,12,27,12,10,1,0.0,0.0,0.0,0.0
2014-04-30 00:00:00+00:00,0.0,32,6,16,12,20,10,10,3,0.0,0.0,0.0,1.0
2014-05-01 00:00:00+00:00,0.0,41,12,14,16,24,11,11,1,1.0,0.0,0.0,1.0
2014-05-02 00:00:00+00:00,1.0,32,15,13,25,22,10,7,1,0.0,0.0,0.0,1.0
2014-05-03 00:00:00+00:00,0.0,24,13,17,15,24,4,9,1,0.0,0.0,3.0,1.0
2014-05-04 00:00:00+00:00,1.0,40,11,18,13,22,5,9,1,2.0,0.0,0.0,0.0
2014-05-05 00:00:00+00:00,0.0,39,14,16,18,25,7,8,0,0.0,0.0,1.0,4.0
2014-05-06 00:00:00+00:00,1.0,35,12,15,24,26,8,10,0,1.0,1.0,1.0,1.0
2014-05-07 00:00:00+00:00,1.0,34,13,12,18,25,15,10,1,2.0,1.0,1.0,0.0
2014-05-08 00:00:00+00:00,1.0,35,7,22,25,24,9,5,0,1.0,1.0,0.0,1.0
2014-05-09 00:00:00+00:00,1.0,39,17,19,27,19,9,11,0,0.0,2.0,1.0,1.0
2014-05-10 00:00:00+00:00,0.0,27,12,12,13,28,12,8,2,0.0,0.0,0.0,0.0
2014-05-11 00:00:00+00:00,0.0,21,16,18,16,25,11,13,0,1.0,0.0,2.0,0.0
2014-05-12 00:00:00+00:00,1.0,27,15,16,22,20,16,10,3,1.0,0.0,1.0,1.0
2014-05-13 00:00:00+00:00,0.0,29,17,26,16,20,8,12,1,0.0,0.0,0.0,0.0
2014-05-14 00:00:00+00:00,0.0,33,12,18,32,26,9,5,1,0.0,1.0,0.0,1.0
2014-05-15 00:00:00+00:00,0.0,36,13,26,21,30,15,7,0,0.0,0.0,1.0,0.0
2014-05-16 00:00:00+00:00,0.0,43,14,23,23,18,16,3,0,1.0,1.0,1.0,3.0
2014-05-17 00:00:00+00:00,0.0,45,21,18,15,36,16,5,2,2.0,0.0,1.0,5.0
2014-05-18 00:00:00+00:00,1.0,27,10,17,17,25,10,11,0,0.0,0.0,0.0,0.0
2014-05-19 00:00:00+00:00,1.0,41,8,16,16,21,9,8,2,1.0,0.0,0.0,1.0
2014-05-20 00:00:00+00:00,1.0,50,16,19,24,23,9,6,1,1.0,1.0,0.0,0.0
2014-05-21 00:00:00+00:00,1.0,25,20,18,16,18,10,14,2,0.0,1.0,2.0,4.0
2014-05-22 00:00:00+00:00,0.0,30,19,32,27,26,7,13,2,0.0,0.0,1.0,4.0
2014-05-23 00:00:00+00:00,0.0,43,16,16,25,25,6,7,1,2.0,0.0,1.0,2.0
2014-05-24 00:00:00+00:00,2.0,32,19,19,10,17,10,11,1,1.0,0.0,1.0,0.0
2014-05-25 00:00:00+00:00,2.0,27,15,21,18,21,16,7,0,1.0,0.0,0.0,0.0
2014-05-26 00:00:00+00:00,3.0,18,20,18,12,30,11,4,2,1.0,0.0,1.0,2.0
2014-05-27 00:00:00+00:00,3.0,33,19,18,20,24,8,9,1,4.0,0.0,2.0,0.0
2014-05-28 00:00:00+00:00,0.0,34,9,17,17,18,8,14,5,0.0,2.0,0.0,3.0
2014-05-29 00:00:00+00:00,0.0,34,8,12,22,18,6,8,3,1.0,1.0,0.0,1.0
2014-05-30 00:00:00+00:00,1.0,34,13,12,23,19,14,7,1,0.0,0.0,0.0,1.0
2014-05-31 00:00:00+00:00,1.0,25,14,26,14,18,10,10,3,2.0,0.0,2.0,0.0
2014-06-01 00:00:00+00:00,4.0,32,12,22,11,13,10,8,2,1.0,0.0,2.0,0.0
2014-06-02 00:00:00+00:00,0.0,37,13,14,21,28,9,18,0,0.0,0.0,2.0,4.0
2014-06-03 00:00:00+00:00,0.0,24,11,15,26,23,8,8,2,1.0,0.0,2.0,0.0
2014-06-04 00:00:00+00:00,1.0,49,7,12,21,23,13,11,2,1.0,1.0,0.0,0.0
2014-06-05 00:00:00+00:00,0.0,31,12,16,15,27,8,8,0,0.0,2.0,0.0,0.0
2014-06-06 00:00:00+00:00,1.0,37,10,18,19,29,10,5,2,0.0,0.0,1.0,1.0
2014-06-07 00:00:00+00:00,1.0,33,9,22,12,31,5,3,2,0.0,0.0,1.0,0.0
2014-06-08 00:00:00+00:00,1.0,35,19,10,19,19,12,13,3,1.0,0.0,2.0,2.0
2014-06-09 00:00:00+00:00,0.0,39,11,26,20,29,9,11,1,0.0,1.0,0.0,1.0
2014-06-10 00:00:00+00:00,0.0,32,14,10,19,21,7,5,2,0.0,1.0,0.0,1.0
2014-06-11 00:00:00+00:00,2.0,34,8,15,20,23,13,8,0,1.0,1.0,0.0,0.0
2014-06-12 00:00:00+00:00,0.0,29,15,10,29,23,11,8,0,1.0,0.0,0.0,1.0
2014-06-13 00:00:00+00:00,1.0,33,12,19,18,17,4,9,2,0.0,0.0,0.0,0.0
2014-06-14 00:00:00+00:00,1.0,41,19,16,18,24,12,8,2,2.0,2.0,1.0,0.0
2014-06-15 00:00:00+00:00,0.0,32,16,30,13,32,12,10,0,0.0,0.0,0.0,4.0
2014-06-16 00:00:00+00:00,1.0,44,13,31,17,22,11,6,0,1.0,0.0,1.0,2.0
2014-06-17 00:00:00+00:00,0.0,32,10,19,17,22,12,8,0,1.0,0.0,0.0,1.0
2014-06-18 00:00:00+00:00,0.0,36,9,23,14,17,16,8,2,0.0,1.0,0.0,0.0
2014-06-19 00:00:00+00:00,0.0,26,7,20,33,17,12,13,2,0.0,0.0,0.0,2.0
2014-06-20 00:00:00+00:00,1.0,46,5,21,24,21,12,17,3,0.0,1.0,0.0,0.0
2014-06-21 00:00:00+00:00,1.0,29,9,30,17,18,12,8,4,0.0,0.0,2.0,0.0
2014-06-22 00:00:00+00:00,0.0,24,7,13,14,27,11,4,1,0.0,0.0,0.0,1.0
2014-06-23 00:00:00+00:00,1.0,33,19,27,26,21,6,3,0,2.0,0.0,0.0,1.0
2014-06-24 00:00:00+00:00,1.0,29,19,36,16,25,17,11,4,0.0,0.0,0.0,3.0
2014-06-25 00:00:00+00:00,1.0,37,10,24,18,14,15,5,1,0.0,0.0,0.0,2.0
2014-06-26 00:00:00+00:00,1.0,26,5,18,24,20,18,9,0,0.0,0.0,1.0,1.0
2014-06-27 00:00:00+00:00,1.0,36,7,25,27,22,8,14,0,1.0,1.0,1.0,0.0
2014-06-28 00:00:00+00:00,0.0,40,14,23,23,27,15,12,5,0.0,0.0,0.0,0.0
2014-06-29 00:00:00+00:00,0.0,23,15,33,12,12,12,7,0,1.0,1.0,3.0,1.0
2014-06-30 00:00:00+00:00,0.0,30,7,24,16,14,8,12,2,0.0,0.0,0.0,3.0
2014-07-01 00:00:00+00:00,1.0,31,27,18,31,19,12,5,2,0.0,1.0,1.0,2.0
2014-07-02 00:00:00+00:00,2.0,22,11,18,19,22,11,11,0,0.0,0.0,0.0,2.0
2014-07-03 00:00:00+00:00,0.0,34,8,17,33,12,9,2,1,2.0,1.0,0.0,1.0
2014-07-04 00:00:00+00:00,1.0,19,10,16,16,23,9,13,1,1.0,0.0,2.0,0.0
2014-07-05 00:00:00+00:00,0.0,34,16,18,17,21,1,11,1,0.0,0.0,3.0,4.0
2014-07-06 00:00:00+00:00,3.0,30,7,27,17,25,17,7,3,2.0,0.0,0.0,1.0
2014-07-07 00:00:00+00:00,0.0,32,10,24,24,21,13,9,0,1.0,1.0,0.0,1.0
2014-07-08 00:00:00+00:00,0.0,35,11,26,14,10,13,10,0,0.0,0.0,1.0,1.0
2014-07-09 00:00:00+00:00,1.0,39,9,25,22,18,16,10,1,0.0,1.0,0.0,0.0
2014-07-10 00:00:00+00:00,1.0,32,10,22,21,29,12,2,3,2.0,1.0,0.0,0.0
2014-07-11 00:00:00+00:00,0.0,31,15,22,23,18,16,9,0,1.0,0.0,0.0,1.0
2014-07-12 00:00:00+00:00,1.0,40,12,16,18,21,10,9,2,0.0,0.0,0.0,1.0
2014-07-13 00:00:00+00:00,1.0,26,13,30,13,22,18,8,0,0.0,0.0,0.0,0.0
2014-07-14 00:00:00+00:00,0.0,29,8,27,29,23,10,9,0,0.0,0.0,0.0,2.0
2014-07-15 00:00:00+00:00,1.0,27,11,22,26,14,18,8,3,0.0,0.0,1.0,1.0
2014-07-16 00:00:00+00:00,0.0,35,6,31,22,17,14,9,1,0.0,0.0,4.0,0.0
2014-07-17 00:00:00+00:00,1.0,31,13,25,17,19,16,2,1,0.0,0.0,3.0,1.0
2014-07-18 00:00:00+00:00,0.0,40,18,19,18,19,9,3,1,1.0,0.0,0.0,2.0
2014-07-19 00:00:00+00:00,0.0,25,13,18,16,36,10,9,0,0.0,0.0,0.0,0.0
2014-07-20 00:00:00+00:00,0.0,44,15,30,15,20,10,14,1,3.0,0.0,1.0,0.0
2014-07-21 00:00:00+00:00,1.0,46,18,16,24,17,10,9,1,2.0,0.0,0.0,1.0
2014-07-22 00:00:00+00:00,0.0,37,16,12,23,18,15,7,1,0.0,0.0,0.0,1.0
2014-07-23 00:00:00+00:00,0.0,28,10,32,16,22,14,2,1,0.0,1.0,1.0,4.0
2014-07-24 00:00:00+00:00,0.0,38,12,24,29,20,9,6,3,2.0,0.0,0.0,1.0
2014-07-25 00:00:00+00:00,1.0,40,10,27,27,13,16,13,2,0.0,0.0,0.0,4.0
2014-07-26 00:00:00+00:00,0.0,29,11,33,21,19,9,8,0,2.0,0.0,1.0,1.0
2014-07-27 00:00:00+00:00,1.0,36,15,28,15,25,5,20,0,0.0,1.0,0.0,4.0
2014-07-28 00:00:00+00:00,0.0,29,9,21,15,12,6,5,2,1.0,0.0,0.0,1.0
2014-07-29 00:00:00+00:00,0.0,43,17,18,18,17,14,8,0,0.0,0.0,0.0,3.0
2014-07-30 00:00:00+00:00,0.0,47,14,20,18,14,8,7,1,1.0,0.0,1.0,5.0
2014-07-31 00:00:00+00:00,0.0,27,13,29,16,22,10,6,0,2.0,0.0,2.0,4.0
2014-08-01 00:00:00+00:00,2.0,55,23,17,27,20,14,12,1,2.0,0.0,2.0,6.0
2014-08-02 00:00:00+00:00,0.0,27,17,23,13,18,6,6,0,0.0,1.0,0.0,0.0
2014-08-03 00:00:00+00:00,0.0,32,15,19,16,22,15,7,0,0.0,0.0,1.0,3.0
2014-08-04 00:00:00+00:00,1.0,38,11,18,22,18,6,7,3,1.0,0.0,0.0,1.0
2014-08-05 00:00:00+00:00,1.0,34,6,18,15,17,9,11,1,1.0,0.0,1.0,1.0
2014-08-06 00:00:00+00:00,2.0,35,10,29,16,23,10,12,3,1.0,0.0,0.0,0.0
2014-08-07 00:00:00+00:00,2.0,33,14,26,16,19,8,8,4,0.0,1.0,1.0,1.0
2014-08-08 00:00:00+00:00,1.0,50,12,18,19,24,10,7,2,0.0,1.0,0.0,4.0
2014-08-09 00:00:00+00:00,1.0,20,9,15,17,20,15,3,0,0.0,0.0,3.0,1.0
2014-08-10 00:00:00+00:00,1.0,29,16,34,20,24,14,12,3,1.0,2.0,1.0,0.0
2014-08-11 00:00:00+00:00,0.0,50,18,23,25,17,11,13,0,2.0,0.0,3.0,3.0
2014-08-12 00:00:00+00:00,1.0,19,6,15,14,11,11,7,2,0.0,0.0,0.0,1.0
2014-08-13 00:00:00+00:00,0.0,28,11,22,21,21,7,9,2,0.0,0.0,0.0,2.0
2014-08-14 00:00:00+00:00,0.0,44,10,33,24,12,11,6,3,1.0,0.0,0.0,1.0
2014-08-15 00:00:00+00:00,1.0,41,4,28,32,27,12,13,3,0.0,0.0,1.0,0.0
2014-08-16 00:00:00+00:00,0.0,30,12,14,12,24,9,6,1,1.0,0.0,1.0,0.0
2014-08-17 00:00:00+00:00,3.0,30,14,15,12,15,10,13,0,1.0,2.0,0.0,1.0
2014-08-18 00:00:00+00:00,3.0,39,11,19,23,15,8,21,0,0.0,1.0,0.0,3.0
2014-08-19 00:00:00+00:00,0.0,36,12,26,23,9,19,10,2,0.0,0.0,0.0,1.0
2014-08-20 00:00:00+00:00,0.0,43,13,26,13,16,12,9,1,0.0,0.0,2.0,0.0
2014-08-21 00:00:00+00:00,0.0,24,10,21,16,15,13,7,0,1.0,1.0,1.0,1.0
2014-08-22 00:00:00+00:00,0.0,27,5,31,14,17,7,18,2,0.0,0.0,2.0,2.0
2014-08-23 00:00:00+00:00,0.0,29,14,13,29,19,8,13,2,0.0,1.0,0.0,3.0
2014-08-24 00:00:00+00:00,1.0,22,14,21,10,11,10,7,1,2.0,0.0,2.0,1.0
2014-08-25 00:00:00+00:00,0.0,34,15,22,19,29,11,17,3,0.0,2.0,0.0,0.0
2014-08-26 00:00:00+00:00,1.0,37,8,15,19,19,10,16,0,3.0,0.0,1.0,2.0
2014-08-27 00:00:00+00:00,0.0,37,13,16,20,13,9,16,0,2.0,2.0,1.0,3.0
2014-08-28 00:00:00+00:00,1.0,28,12,16,20,20,10,6,1,1.0,2.0,0.0,1.0
2014-08-29 00:00:00+00:00,1.0,52,11,17,20,25,6,12,1,1.0,0.0,1.0,0.0
2014-08-30 00:00:00+00:00,0.0,25,10,18,18,18,10,10,3,0.0,0.0,0.0,0.0
2014-08-31 00:00:00+00:00,0.0,26,23,23,9,27,11,5,2,0.0,1.0,1.0,5.0
2014-09-01 00:00:00+00:00,3.0,32,19,23,27,41,7,14,1,0.0,1.0,2.0,1.0
2014-09-02 00:00:00+00:00,0.0,41,17,25,14,26,8,16,0,0.0,1.0,1.0,1.0
2014-09-03 00:00:00+00:00,1.0,26,12,15,17,17,10,12,0,0.0,2.0,2.0,1.0
2014-09-04 00:00:00+00:00,3.0,36,10,18,21,24,11,13,1,0.0,2.0,0.0,1.0
